state,admin1_pcode,township,admin3_pcode,population_2021_proj,population_density,fs_pin,fs_targeted,group,conflict_score,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,fatalities,flood_count,flood_prob,beneficiaries_2021,partners_2021,not_in_6months
Yangon,MMR013,Kayan,MMR013026,183894.21786374706,248.2889913187015,51490,51489.61900097004,B2,0.03451423734876934,3,4,0,5,5,14,3,0.2,0,0,1
Yangon,MMR013,Twantay,MMR013027,263979.8302947172,314.1724258500356,73913.75,73913.64751916009,B2,0.04946270681991501,3,4,1,12,5,15,3,0.2,0,0,1
Yangon,MMR013,Kawhmu,MMR013028,138544.1411265676,193.57152961981802,38792.50000000001,38791.640487892946,B2,0.03266499693236233,4,1,0,5,5,18,3,0.2,0,0,1
Yangon,MMR013,Kungyangon,MMR013029,129911.46209358246,187.32274535666065,36375,36374.7906150022,B2,0.03783782523885565,1,2,2,2,5,16,3,0.2,0,0,1
Yangon,MMR013,Dala,MMR013030,201161.9034247383,752.9539111608455,56325,56324.6670430415,B1,0.02302436940711244,0,3,2,3,0,6,3,0.2,271760,4,0
Yangon,MMR013,Seikgyikanaungto,MMR013031,39570.90659997209,2809.957107476298,11080,11080.146153935677,B1,0.008890555286733,1,0,1,1,0,0,2,0.13333333333333333,0,0,1
Yangon,MMR013,Cocokyun,MMR013032,2257.670170395138,58.509558174434844,632.5,631.8523867747328,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Yangon,MMR013,Kyauktada,MMR013033,34741.35443134332,42503.929635908185,9727.5,9728.420777423498,A1,0.16345983405390235,2,9,11,45,8,11,2,0.13333333333333333,0,0,1
Yangon,MMR013,Pabedan,MMR013034,38794.68701045995,53930.19801591035,10862.5,10863.487658962093,B1,0.00566086230154524,0,1,0,1,1,1,2,0.13333333333333333,0,0,1
Yangon,MMR013,Lanmadaw,MMR013035,54882.332595791086,35986.57603000912,15367.5,15366.946873362167,B1,0.03336116912515784,0,8,2,2,2,2,2,0.13333333333333333,0,0,1
Yangon,MMR013,Latha,MMR013036,29160.02137092318,41462.9237863362,8165,8165.194020751816,B1,0.01214275476093009,0,4,0,0,2,2,2,0.13333333333333333,0,0,1
Yangon,MMR013,Ahlone,MMR013037,64567.03937827991,16417.897215766207,18078.75,18079.228976981663,B1,0.03328490644348025,1,5,3,1,1,4,2,0.13333333333333333,0,0,1
Yangon,MMR013,Kyeemyindaing,MMR013038,129774.13988734195,25023.19379775559,36336.25,36337.24083314043,B1,0.069829290706326555,1,12,5,4,4,9,2,0.13333333333333333,0,0,1
Yangon,MMR013,Sanchaung,MMR013039,115931.36324979032,41437.975050589426,32461.25,32461.218291526653,A1,0.19656340184603951,3,18,19,20,7,11,2,0.13333333333333333,0,0,1
Yangon,MMR013,Hlaing,MMR013040,186556.8721678007,15756.03592309973,52236.25,52236.07579312577,A1,0.18856873546268987,3,24,13,16,15,23,2,0.13333333333333333,0,0,1
Yangon,MMR013,Kamaryut,MMR013041,98416.9632165703,13067.089599074148,27556.25,27557.2503016338,A1,0.10879212702128396,1,12,9,15,5,5,2,0.13333333333333333,0,0,1
Yangon,MMR013,Mayangone,MMR013042,230553.5105502536,7331.481312017441,64555,64555.017045933484,A1,0.10822097914605744,2,22,5,11,9,9,3,0.2,0,0,1
Yangon,MMR013,Dagon,MMR013043,29189.115058686,5123.846281563125,8172.5,8173.04778384729,B1,0.01382567771990548,0,4,1,1,0,0,2,0.13333333333333333,0,0,1
Yangon,MMR013,Bahan,MMR013044,112571.62418693941,11413.415339108513,31520,31519.94522775214,B1,0.06829674847242807,0,14,4,8,4,4,2,0.13333333333333333,0,0,1
Yangon,MMR013,Seikkan,MMR013045,3288.7504647096184,2408.6261431278886,921.25,921.1498942728779,B1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
